word	Complex Substance (Locke) <> Mixed Modes (Locke)	Concrete (Brysbaert et al 2014) <> Abstract (Brysbaert et al 2014)	Concrete (HGI) <> Abstract (HGI)	Hard Seed (Heuser & Le-Khac 2012) <> Abstract Values (Heuser & Le-Khac 2012)	Pre-1150 Words (Underwood & Sellars 2012) <> Post-1150 Words (Underwood & Sellars 2012)	Specific Complex Substance (Locke) <> General Complex Substance (Locke)	fpm	lang	pos	rank	ConcAbs (Locke)	ConcAbs (HGI)	lemma	perc_caps	pos_byu	rank_byu
accosted	-0.0627156887203	-0.028280122205599997	0.0018662419170200001	0.034751830622600004	-0.057844059541800004	-0.0939542278647	1.66735460098		v	17149	Neither	Neither	accost	0.0	vvn	39386
account	0.17353143542999996	0.10793267190400001	0.134156279266	0.0561451688409	0.158222563565	0.039016241207699996	405.115679991	eng	n	232	Abstract	Abstract	account	0.02	nn1	1632
accountable	0.183832392097	0.230147331954	0.2148078084	0.15903404355	0.18977738916900003	0.14357917755799998	9.36346410329	eng	j	6275	Abstract	Abstract	accountable	0.01	jj	6998
accounted	0.067064832896	0.136091917753	0.147462449968	0.0780997127295	0.10346474498500001	0.10462006554	33.36116415	eng	v	2426	Neither	Abstract	account	0.0	vvn	7568
accounting	0.158577948809	0.135405227541	0.14188714325500001	0.05162865296	0.142968930304	0.0839600563049	3.8257647166199993	eng	v	11039	Abstract	Abstract	accounting	0.14	nn1	3744
accounts	0.119838722051	0.0845357440412	0.126187097281	0.025464840233299996	0.185009814799	0.00566456839442	60.3863402199		n	1421	Abstract	Neither	account	0.03	nn2	2692
accoutrements	-0.08052822574969999	-0.160807900131	-0.119309749454	-0.0983525812626	-0.0429607573897	-0.035543084144599994	1.26563095484		n	19489	Neither	Neither	accoutrement	0.05	nn2	34554
accrue	0.15362174809	0.14106499403699999	0.0440562423319	0.058739554137	0.148491039872	0.09855963662280001	4.8227969645	eng	v	9626	Abstract	Neither	accrue	0.0	vv0	25574
accrued	0.0986825712025	0.0827236361802	0.0209401529282	0.025010182056499998	0.163392372429	0.0507115554065	2.13167812428	eng	v	15218	Neither	Neither	accrue	0.01	vvn	36545
accrues	0.145356453955	0.113694369793	0.0646827388555	0.0230268407613	0.117995999754	0.14727094769500002	0.850867662628		v	23234	Abstract	Neither	accrue	0.0	vvz	52084
accruing	0.138375096023	0.126078374683	0.0759693272411	0.059297213330899996	0.17255746573199998	0.0956086292863	1.95144639017		v	15911	Abstract	Neither	accrue	0.01	vvg	40979
accumulate	0.103196907789	0.09436124935739999	-0.022951502353	0.00849470612595	0.107250001282	0.123554926366	1.00220624949	eng	v	21680	Neither	Neither	accumulate	0.01	vv0	13037
accumulated	0.0826656259596	0.08240816742189999	0.021039719693400002	-0.00787195819431	0.11711276322599999	0.147514499724	3.20731594704	eng	v	12181	Neither	Neither	accumulate	0.01	vvn	13967
accumulation	0.16030491888499998	0.0925532132387	0.09245363622889999	0.05775636807080001	0.22993110120299998	0.209163293242	1.0439960913500002	eng	n	21289	Abstract	Neither	accumulation	0.02	nn1	11606
accuracy	0.235863275826	0.131812438369	0.22663474082899998	0.211354792119	0.256746247411	0.09375698864460001	5.18295308736		n	9257	Abstract	Abstract	accuracy	0.05	nn1	4522
accurate	0.12491226941299999	0.111946858465	0.230057008565	0.135722510517	0.260598763824	0.0716958977282	10.665712909	eng	j	5740	Abstract	Abstract	accurate	0.02	jj	3070
accurately	0.0400796737522	0.0649424418807	0.10702448338300001	0.022492975927900002	0.150034561753	0.09176684170959999	5.92777287474	eng	a	8483	Neither	Neither	accurately	0.01	rr	6013
accursed	0.0058559641474799995	0.128277644515	0.07068787887689999	0.049470640719	-0.08457945659760001	0.0547052863985	5.97508664255	eng	j	8443	Neither	Neither	accursed	0.08	jj	44204
accusation	0.191719017923	0.12135655433	0.124046187848	0.140818178653	0.158518187702	0.0450487174094	13.1327808952	eng	n	4970	Abstract	Neither	accusation	0.01	nn1	12952
accusations	0.185538962483	0.188815750181	0.144189469516	0.168753370643	0.132426373661	0.0466897394508	5.69681482501		n	8714	Abstract	Abstract	accusation	0.03	nn2	7875
accuse	0.17363072186700002	0.22789210081099998	0.0935958996415	0.196176461875	0.05928011983630001	0.0354365427047	13.2686228998	eng	v	4934	Abstract	Neither	accuse	0.01	vv0	11630
accused	0.0673220567405	0.18380034714899998	0.162994466722	0.177216224373	0.128331609071	0.00647866446525	26.9136399914	eng	v	2917	Neither	Abstract	accuse	0.01	vvn	3968
accuser	0.08698989078410002	0.10830802843000001	0.11715722084	0.135338030755	0.0989938080311	0.0513874553144	4.0315172945899995		n	10695	Neither	Neither	accuser	0.05	nn1	20656
accusers	0.0501895789057	0.140610784292	0.128727655858	0.140946038067	0.0574495829641	0.008395877666770002	3.83156269737		n	11027	Neither	Neither	accuser	0.01	nn2	31066
accuses	0.120373919606	0.150824427605	0.11383236944700001	0.137034423649	0.06647012010219999	0.00596348301041	1.6899625361000001		v	17043	Abstract	Neither	accuse	0.02	vvz	17760
accusing	0.14749583602	0.191550962627	0.122363731265	0.14034646749500002	0.08957016840569999	0.0168276727199	3.19871254843	eng	v	12201	Abstract	Neither	accuse	0.02	vvg	10164
accustom	0.164099909365	0.171230204403	0.0842383466661	0.1740154773	0.0562229603529	0.0818296931684	2.0867436593	eng	v	15385	Abstract	Neither	accustom	0.1	vv0	64570
accustomed	0.048336768522899996	0.144294545055	0.112923182547	0.13644619285999998	0.039806948974699996	0.0489141587168	16.3643033034	eng	v	4227	Neither	Neither	accustom	0.02	vvn	10622
ace	-0.0176950413734	-0.107045698911	-0.07759679481380001	-0.08286557346580001	-0.07600833848119999	-0.027466808445799996	9.68815152177	eng	n	6128	Neither	Neither	ace	0.72	nn1	12804
aced	0.0937508195639	0.10632011294299999	0.0907558575273	0.092221930623	0.141602553427	0.0821569748223	5.2128048913		v	9225	Neither	Neither	ace	0.25	vvd	52236
aces	-0.05943180993200001	-0.077667620033	-0.05695438757540001	-0.0938051305711	-0.0422604009509	-0.045135796070099994	1.79640781466		n	16575	Neither	Neither	ace	0.37	nn2	28621
ach	-0.0731241628528	-0.16940757632300002	-0.14733368903400001	-0.169159166514	-0.152175672353	-0.0742600485682	4.4426533438	eng	v	10123	Neither	Concrete	ach	0.76	uh	44860
ache	-0.0406146999449	-0.142057307065	-0.17160202562899998	-0.165515117347	-0.213700689375	-0.08176001533869999	8.5240780136	eng	v	6709	Neither	Concrete	ache	0.05	nn1	15889
ached	-0.0513128768652	-0.0862898156047	-0.0974500142038	-0.133591733873	-0.162638656795	-0.106758922338	0.722709586867		v	24919	Neither	Neither	ache	0.0	vvd	16269
aches	-0.0235657468438	-0.11593766138	-0.09094322845339999	-0.14410485327199998	-0.146313242614	-0.019185705110400002	1.25154869923		n	19589	Neither	Neither	ache	0.03	nn2	21133
achieved	0.0922241359949	0.108179379255	0.06873046234249999	0.06986372917889999	0.09081030637029999	0.06536336243150001	1.11680585844	eng	v	20640	Neither	Neither	achieve	0.0	vvn	3428
achievement	0.122693438083	0.030047792010000005	0.0836659483612	0.09470646828389999	0.10368745401599999	0.039319679141099996	0.785793449754	eng	n	24060	Abstract	Neither	achievement	0.11	nn1	2346
achievements	0.13514502346499999	0.0985023155809	0.12259409949200001	0.141728825867	0.116812299937	0.047199435532099994	2.69680497416		n	13441	Abstract	Neither	achievement	0.04	nn2	7554
aching	0.0035612015053600003	-0.054239699617	-0.048115951940400005	-0.110269274562	-0.129216648638	-0.0458733234555	3.5983349252800005	eng	j	11412	Neither	Neither	aching	0.03	jj	14893
acid	-0.0407082829624	-0.10357297211899999	-0.058548808097800005	-0.0283282054588	0.0826684199273	0.11528494209000001	27.247308185799998	eng	j	2894	Neither	Neither	acid	0.05	nn1	4516
acidity	0.0675288029015	-0.0451954174787	-0.0181434755214	0.040486365556800005	0.102517485619	0.103399939835	2.01026666822	eng	n	15677	Neither	Neither	acidity	0.02	nn1	23682
acids	-0.0194520112127	-0.0634247474372	-0.0401145741343	-0.00188624949078	0.110128201545	0.11982359737199999	8.34237581926		n	6804	Neither	Neither	acid	0.02	nn2	10197
acing	0.18271457403900002	0.173998460174	0.139115735889	0.0969325229526	0.206821650267	0.169275000691	4.0534443729300005		v	10658	Abstract	Abstract	ace	0.06	vvg	79658
acknowledge	0.207886919379	0.290076985955	0.214526452124	0.19200682640099997	0.15149962157	0.10546244680900001	52.916443117200004	eng	v	1611	Abstract	Abstract	acknowledge	0.01	vv0	4241
acknowledged	0.137179352343	0.24331952631499998	0.236908443272	0.139390721918	0.222583279014	0.08306065574289999	43.437322736700004	eng	v	1929	Abstract	Abstract	acknowledge	0.01	vvd	6472
acknowledgement	0.249577656388	0.19359538704100002	0.245979130268	0.196156345308	0.17965129762899998	0.0873723663389	3.22169016293		n	12148	Abstract	Abstract	acknowledgement	0.12	nn1	21155
acknowledgements	0.24771309644	0.184295855462	0.216452099382	0.225426472723	0.12746065855	0.0505446568131	1.36448337968		n	18803	Abstract	Abstract	acknowledgement	0.86	nn2	35721
acknowledges	0.119260497392	0.17507851123799997	0.18141965568100002	0.08940239250660001	0.144251883029	0.0925776660442	7.15511313342		v	7508	Neither	Abstract	acknowledge	0.0	vvz	7219
acknowledging	0.208967380225	0.24252555519299998	0.228384949267	0.142234146595	0.165684714913	0.0669436324388	8.19527918007		v	6878	Abstract	Abstract	acknowledge	0.09	vvg	9782
acknowledgment	0.261229023337	0.196454338729	0.25187602639199996	0.19957339763700002	0.186532467604	0.090734127909	14.369272685	eng	n	4691	Abstract	Abstract	acknowledgment	0.1	nn1	13572
acknowledgments	0.2564278692	0.181906454265	0.222813531756	0.209582023323	0.138338044286	0.0366951879114	5.170990433409999		n	9269	Abstract	Abstract	acknowledgment	0.87	nn2	18930
acorn	-0.16312071681	-0.31680686771899996	-0.222954578698	-0.19598563760499998	-0.212818235159	-0.0334321372211	0.874927176526	eng	n	22945	Concrete	Concrete	acorn	0.69	nn1	16636
acorns	-0.193153724074	-0.30392149090799997	-0.247655823827	-0.20751349628	-0.251241698861	-0.110076978803	1.7214271162700001		n	16894	Concrete	Concrete	acorn	0.06	nn2	28073
acquaint	0.08964949846270001	0.11589877679999999	0.045920364558699994	0.0925036929547	0.0998699888589	-0.0697520077229	25.822415343000003	eng	v	3020	Neither	Neither	acquaint	0.03	vv0	39838
acquaintance	0.146319657564	0.0631319619715	0.129805915057	0.131035130471	0.06993630342189999	0.0296243634075	40.5571450929	eng	n	2056	Abstract	Neither	acquaintance	0.01	nn1	11692
acquaintances	0.0212488081306	0.0563979893922	0.0891032814979	0.0821877904237	0.0249325642362	0.0218290919438	1.3325546345700001		n	19010	Neither	Neither	acquaintance	0.03	nn2	13965
acquainted	0.09395549073830001	0.122031494975	0.144884899259	0.110914636403	0.11500509455800001	0.00718865310772	82.7345806539	eng	v	1036	Neither	Abstract	acquaint	0.02	vvn	14912
acquainting	0.104616422206	0.09614230692389998	0.0656260810792	0.0655745454133	0.11439136043199999	-0.0846820361912	5.20708279394		v	9230	Neither	Neither	acquaint	0.02	vvg	71963
acquaints	0.051989711821099995	0.07715175300839999	0.07924199104310001	0.035939829424	0.0614317785949	-0.0557433627546	3.76009939888		v	11138	Neither	Neither	acquaint	0.0	vvz	89908
acquiesce	0.266570001841	0.31033954024300003	0.236824542284	0.22419461608000002	0.224018968642	0.146618939936	5.30764702881	eng	v	9108	Abstract	Abstract	acquiesce	0.01	vv0	35001
acquiesced	0.157560825348	0.24532212317	0.20738492161	0.15916886180700002	0.228122413158	0.0597743950784	2.14057734875		v	15194	Abstract	Abstract	acquiesce	0.0	vvn	44047
acquiescence	0.300195664167	0.2725610286	0.28632774949	0.260496899486	0.250043995678	0.148840039969	1.7473838978099998	eng	n	16787	Abstract	Abstract	acquiescence	0.02	nn1	26042
acquire	0.16929358989	0.134196922183	0.0241621844471	0.132584199309	0.174807153642	0.182054445148	17.7971839009	eng	v	3962	Abstract	Neither	acquire	0.01	vv0	5731
acquired	0.13855163753	0.13397987186899998	0.0924119949341	0.134408190846	0.20584056526500003	0.11565389111600001	35.4769179882	eng	v	2293	Abstract	Neither	acquire	0.02	vvn	5828
acquires	0.051523603498999995	-0.026098546571999996	-0.028742856346	-0.017027046065799998	0.107364501804	0.162680618465	4.21486347953		v	10452	Neither	Neither	acquire	0.05	vvz	22532
acquiring	0.213681936264	0.178829036653	0.15175049007000002	0.16934673488200003	0.24538435786899998	0.17888063937399998	6.24522260472		v	8198	Abstract	Abstract	acquire	0.04	vvg	9252
acquisition	0.22675646096500002	0.17792294174400003	0.17006003856600002	0.18725080043099998	0.283114075661	0.163514658808	5.744567361970001	eng	n	8665	Abstract	Abstract	acquisition	0.06	nn1	5604
acquisitions	0.187000192702	0.15549504757000002	0.108345132321	0.144329413772	0.227563112974	0.129576459527	3.68478857994		n	11269	Abstract	Neither	acquisition	0.08	nn2	11704
acquit	0.180634364486	0.196716964244	0.0896310396492	0.164103202522	0.129803396761	0.0598702337593	8.61345274508	eng	v	6666	Abstract	Neither	acquit	0.02	vv0	35853
acquittal	0.163828037679	0.11383277922900001	0.11903784796599999	0.103963650763	0.167785517871	0.015454879961899998	1.30443988501	eng	n	19203	Abstract	Neither	acquittal	0.02	nn1	23162
acquitted	0.09275257587449999	0.136453770102	0.124637298285	0.11209897696900001	0.12255068123299999	0.028238282538900004	11.5873504423	eng	v	5412	Neither	Neither	acquit	0.01	vvn	15971
acquitting	0.21542631089699998	0.213592424989	0.186522193253	0.160049207508	0.179379455746	0.07841787859789999	0.865078500296		v	23061	Abstract	Abstract	acquit	0.06	vvg	72426
acre	-0.168732278049	-0.22425208985800002	-0.162682302296	-0.134357124567	-0.11152894795	-0.06594223156569999	12.8458382909	eng	n	5039	Concrete	Concrete	acre	0.1	nn1	10860
acres	-0.186216332019	-0.183463670313	-0.125774301589	-0.112630113959	-0.09609742462639999	-0.08564029633989999	24.010693472899998		n	3181	Concrete	Neither	acre	0.05	nn2	2983
acrid	-0.0388644933701	-0.08477083593609999	-0.0452091731131	-0.0294738644734	0.06541029363869999	0.09720050171019999	6.515300786059999	eng	j	7981	Neither	Neither	acrid	0.03	jj	27058
acrimonious	0.000505123054605	-0.026621556608000002	-0.0054117790423	0.0346344150603	0.116291113198	0.12941034883199998	2.33181478963	eng	j	14533	Neither	Neither	acrimonious	0.01	jj	32543
acrimony	0.08924384787689998	-0.00173466745765	0.0055720335803999994	0.0940810963513	0.133018568158	0.125417802483	6.43324511488	eng	n	8041	Neither	Neither	acrimony	0.01	nn1	34833
across	-0.199006341398	-0.33234103024	-0.33778306841899997	-0.35832110047300003	-0.261349186302	-0.199151359498	8.70698948443	eng	p	6621	Concrete	Concrete	across	0.04	ii	337
act	0.133569218218	0.104512110352	0.09125528112060001	0.08775168657299999	0.208577238023	0.0933772027493	62.567083160699994	eng	n	1373	Abstract	Neither	act	0.34	nn1	837
acted	0.108032733202	0.146822579205	0.123659558594	0.11488504707800001	0.159940063954	0.087760001421	20.618784321099998	eng	v	3568	Neither	Neither	act	0.0	vvn	7807
acting	0.198517151177	0.17651040107000002	0.149145454169	0.107878945768	0.211808957159	0.176219277084	18.561642888399998	eng	v	3844	Abstract	Abstract	act	0.06	vvg	2378
action	0.167164713144	0.0752601325512	0.082951080054	0.0998247936367	0.174550950527	0.194530107081	91.1538321626	eng	n	927	Abstract	Neither	action	0.09	nn1	609
actions	0.28386525809700003	0.246652543545	0.245773337781	0.242108739912	0.203486450017	0.221127860248	55.4877094268		n	1532	Abstract	Abstract	action	0.02	nn2	1807
active	0.121145561337	0.19169024378	0.209658667445	0.16643346846100002	0.151789948344	0.232064858079	17.749110359	eng	j	3969	Abstract	Abstract	active	0.05	jj	1456
activity	0.263585954905	0.16875963658100002	0.171893090009	0.17969416826999998	0.200429923832	0.21294689923500001	6.35587758106	eng	n	8100	Abstract	Abstract	activity	0.03	nn1	1046
actor	0.08823412284260002	0.0384845677763	0.0967466756702	0.129275985062	0.162952154874	0.155634433031	2.0099737394	eng	n	15678	Neither	Neither	actor	0.2	nn1	2481
actors	0.0211628274992	0.05473713017999999	0.0964724384248	0.07531481236219999	0.1310563609	0.117634549737	2.7456728485900004		n	13318	Neither	Neither	actor	0.06	nn2	3244
acts	0.12973822653300002	0.171419464051	0.160296529532	0.114468913525	0.171553261578	0.14021024853	26.9242343341		n	2916	Abstract	Abstract	act	0.06	nn2	3356
actual	0.14278563857100002	0.213031709194	0.21391490101799998	0.0867835581303	0.20049853622900002	0.17035959661	12.3783791292	eng	j	5170	Abstract	Abstract	actual	0.03	jj	1824
actually	0.0282120294869	0.155962742865	0.127222277224	0.0009542517800580001	0.0986764356494	0.166900090873	27.3158973444		a	2885	Neither	Neither	actually	0.08	rr	336
actuated	0.18381100147999999	0.228799134493	0.219811618328	0.238376319409	0.227278493345	0.243257269263	2.78351764543	eng	v	13232	Abstract	Abstract	actuate	0.05	vvn	55431
acute	0.032096952199900004	-0.0101822456345	0.07860933989289999	-0.015110609121600001	0.0740778632462	0.0768233686685	14.3206879142	eng	j	4706	Neither	Neither	acute	0.05	jj	6209
acuteness	0.258660137653	0.147079996765	0.209576562047	0.194151580333	0.18925083428599998	0.155764728784	1.18734591313	eng	n	20053	Abstract	Abstract	acuteness	0.03	nn1	79893
ad	0.026112667284900002	-0.021099003963200004	-0.0137089109048	-0.0115843531676	0.061945728957699994	0.018173421733099996	256.50870104	eng	c	348	Neither	Neither	ad	0.16	nn1	3384
adamant	-0.0489416383207	-0.136864542961	-0.135292187333	-0.105535462499	-0.17102066427499998	-0.0284537179396	1.0746799233600002	eng	n	20986	Neither	Neither	adamant	0.01	jj	15776
adamantine	-7.340568115e-06	-0.06676734983919999	-0.0879774652421	-0.0936033166945	-0.154209576548	-0.00518219819059	0.7388795172120001	eng	j	24679	Neither	Neither	adamantine	0.11	jj	85088
adapt	0.166154243052	0.154595792294	0.0874729193747	0.0975104160608	0.178436845541	0.152962446213	2.27526771873	eng	v	14734	Abstract	Neither	adapt	0.02	vv0	7356
adapted	0.15858963877	0.152144297958	0.176014229656	0.09976190701120001	0.202587775886	0.198729328811	18.4023500957	eng	v	3865	Abstract	Abstract	adapt	0.19	vvn	6150
adapting	0.20374505966899997	0.16612774878699998	0.170176163316	0.0934215299785	0.228626906872	0.143525123596	0.941396031583	eng	v	22256	Abstract	Abstract	adapt	0.1	vvg	14093
add	0.0646409206093	0.03999576158819999	-0.0207349108533	0.0077286879532	0.0227304743603	0.030198154039699998	117.454705765	eng	v	724	Neither	Neither	add	0.34	vv0	712
added	0.0396540891379	0.074400626123	0.0569514762611	-0.00812136102468	0.0793971791864	-0.00204334547743	105.472493901	eng	v	806	Neither	Neither	add	0.02	vvd	1637
